frequency_Hz,bob1_amp,bob2_amp,bob3_amp,bob4_amp,bob5_amp
0.69792279,0.0009064143912,0.001397010106,0.0002020641084,0.000101765633,0.002090770032
0.70346186,0.002180350097,0.0009223142048,0.0002467908807,0.0003403123754,0.001453390543
0.70900093,0.001835522247,0.001593185793,0.000985157265,0.0002695947522,0.000271917215
0.71454000,0.000387649129,0.002069875841,0.0007627785085,0.00053004863,0.000786595728
0.72007907,0.0006212537886,0.001579905241,0.0008836735207,0.001039106439,0.0001243377687
0.72561814,0.001101381251,0.001861927167,0.001456914269,0.001517053702,0.0009979683811
0.73115721,0.0009374450855,0.001584214363,0.0007933509048,0.0006709119988,0.001177905774
0.73669628,0.0004339756371,0.0009994537002,0.0006099699153,0.0001337574202,0.001045692207
0.74223535,0.0007090161787,0.0003384133352,0.0008805748577,0.0005309611394,0.0001350287536
0.74777442,0.001427413891,0.001202057442,0.001315083662,0.0008146268807,0.001512162087
0.75331349,0.001314011991,0.001985897052,0.0007497771907,0.0004468156614,0.001084873864
0.75885256,0.001234016921,0.001392230058,0.0007034814224,0.0005301751811,0.0003165364419
0.76439162,0.0009423936773,0.0010752651,0.0003341476165,0.0004582029051,0.001298355196
0.76993069,0.000486750665,0.0009385978604,0.0009998900823,0.0002964553826,0.0014694599
0.77546976,0.001053225832,0.0007223139899,0.001183201764,0.0002801908374,0.0004548106578
0.78100883,0.0004038649131,0.001382516578,0.001588675707,0.0003464020289,0.0009370742745
0.78654790,0.0007732459905,0.0008848230699,0.00130453532,0.0005937117033,0.0008212093037
0.79208697,0.0005984461365,0.00086321092,0.001055635329,0.0004988254984,0.0008951443548
0.79762604,0.0007776715986,0.002148685874,0.0002831148453,0.0005134410833,0.0004728564903
0.80316511,0.001160152804,0.002162339437,0.0002468323494,0.0005345730561,0.001216870055
0.80870418,0.0005675084484,0.001043573422,0.0007681023967,0.0005026057059,0.0008657681437
0.81424325,0.0005984688075,0.0003921592,0.00198764975,0.0003674156282,0.001161623114
0.81978232,0.001026845616,0.0009380532011,0.002106869936,0.0007404025509,0.0008557383346
0.82532139,0.0008254839266,0.001605457965,0.001048869326,0.001132629477,0.0005682121222
0.83086046,0.0009376859618,0.00144193841,0.001664848498,0.000749074733,0.0004574189395
0.83639953,0.001526915159,0.0008158494332,0.001034336353,0.0004711851363,0.0003603043322
0.84193860,0.002234421664,0.001369193001,0.001008765229,0.0007705587273,0.0003334410913
