theta_i_deg,theta_j_deg,pivot_spacing_m,center_distance_m,surface_gap_m,axial_gap_for_table_m,force_x_on_i_N,force_y_on_i_N,tau_mag_i_Nm,tau_mag_j_Nm,tau_gravity_i_Nm,tau_gravity_j_Nm,tau_total_i_pair_Nm,tau_total_j_pair_Nm,invalid_if_surface_gap_lt_0,near_field_if_surface_gap_lt_0p02m
50.0,24.000000000000004,0.06,0.03691769426744698,0.006917694267446983,-0.014406851007336338,-0.22697402888242402,0.10539900480881562,-0.00805260180489966,0.02032826310859253,-0.06501361965230867,-0.03451943506557079,-0.07306622145720834,-0.014191171956978263,0,1
50.0,26.0,0.06,0.03716773646119155,0.007167736461191551,-0.010497142693412412,-0.2554378918889852,0.17158978402008865,-0.004047190780681744,0.019078099628953224,-0.06501361965230867,-0.03720423176474236,-0.06906081043299042,-0.018126132135789133,0,1
50.0,28.0,0.06,0.037763019214186254,0.007763019214186255,-0.0066534422803662535,-0.2679502646655282,0.27884073207791393,0.005112829708745572,0.013060774538741191,-0.06501361965230867,-0.03984370083838116,-0.0599007899435631,-0.026782926299639968,0,1
50.0,29.999999999999996,0.06,0.038686906897382224,0.008686906897382225,-0.0028804327250745027,-0.23406640885658478,0.41964146923490336,0.021135005789410105,-0.000879130074372958,-0.06501361965230867,-0.0424346265,-0.04387861386289857,-0.04331375657437296,0,1
50.0,32.0,0.06,0.03991551096785956,0.009915510967859559,0.0008172891415072908,-0.1435069920205327,0.5649097773675457,0.04208257784421254,-0.021956473180055877,-0.06501361965230867,-0.044973852105781725,-0.02293104180809613,-0.0669303252858376,0,1
50.0,34.0,0.06,0.041420305583055206,0.011420305583055207,0.004435218214875122,-0.04426891303258058,0.556239947745391,0.0491454414202097,-0.03390627867746718,-0.06501361965230867,-0.04745828400046341,-0.015868178232098976,-0.08136456267793059,0,1
50.0,36.0,0.06,0.04317069311145168,0.013170693111451678,0.007968946605752272,-0.17935408638501282,0.45584565299908997,0.02890911547827572,-0.015181653256259305,-0.06501361965230867,-0.04988489528647874,-0.03610450417403295,-0.06506654854273805,0,1
50.0,38.0,0.06,0.045136113106322116,0.015136113106322117,0.011414169010423622,-0.24736352479036172,0.35028550979057427,0.013512349228233054,-0.0025622896513668864,-0.06501361965230867,-0.05225072951176656,-0.051501270424075624,-0.05481301916313345,0,1
50.0,40.0,0.06,0.047287526329728484,0.017287526329728485,0.014766687956084892,-0.2704313546299817,0.2528179718754812,0.002452010577502474,0.005518809689923656,-0.06501361965230867,-0.05455290427175216,-0.06256160907480621,-0.0490340945818285,0,1
50.0,42.0,0.06,0.049598294387728906,0.019598294387728907,0.018022418914816804,-0.2643974481299999,0.17017731474990197,-0.004892683068195864,0.01021035641366156,-0.06501361965230867,-0.056788614721113365,-0.06990630272050453,-0.046578258307451804,0,1
50.0,44.0,0.06,0.05204457629388566,0.022044576293885662,0.02117739527995298,-0.2412917932460759,0.10513110164525791,-0.00921539921729954,0.012425811595162478,-0.06501361965230867,-0.05895513699105238,-0.07422901886960821,-0.0465293253958899,0,0
50.0,46.0,0.06,0.05460538942714864,0.02460538942714864,0.02422777319877943,-0.2096301958601262,0.05656892521418256,-0.011297779844490118,0.012968186342632075,-0.06501361965230867,-0.06104983150791049,-0.0763113994967988,-0.048081645165278415,0,0
50.0,48.00000000000001,0.06,0.05726246555621341,0.02726246555621341,0.027169836255676663,-0.17727078467227902,0.02275844715989323,-0.011928101236165379,0.01256965734993064,-0.06501361965230867,-0.06307014620908183,-0.07694172088847405,-0.05050048885915119,0,0
50.0,50.0,0.06,0.06000000000000001,0.030000000000000013,0.030000000000000013,-0.14570202073587105,0.0,-0.011574877514787857,0.011574877514787857,-0.06501361965230867,-0.06501361965230867,-0.07658849716709654,-0.05343874213752082,0,0
50.0,52.0,0.06,0.06280435947031832,0.03280435947031832,0.03271481631318028,-0.1173526948846976,-0.014236222836362007,-0.010670567506692584,0.010315789103761451,-0.06501361965230867,-0.06687788401456957,-0.07568418715900126,-0.05656209491080812,0,0
50.0,54.0,0.06,0.06566378822306902,0.03566378822306902,0.03531097760972528,-0.09303368783408324,-0.02234210799611519,-0.009506042198851103,0.00899228168740885,-0.06501361965230867,-0.06866066797690701,-0.07451966185115978,-0.05966838628949816,0,0
50.0,56.0,0.06,0.06856813394030863,0.03856813394030863,0.03778532086700313,-0.07268924985244173,-0.026178327549689705,-0.008253032647786235,0.007705852542160337,-0.06501361965230867,-0.07035979949167971,-0.07326665230009491,-0.06265394694951937,0,0
50.0,58.00000000000001,0.06,0.07150860307586487,0.041508603075864875,0.04013483147889822,-0.05634723469781694,-0.027324239240931282,-0.007063277992932215,0.006554194504029698,-0.06501361965230867,-0.07197320842886806,-0.07207689764524089,-0.06541901392483837,0,0
50.0,59.99999999999999,0.06,0.07447754844979722,0.04447754844979722,0.042356646928644284,-0.048422597225968075,-0.031191322110210945,-0.006799845730571935,0.006330746468183596,-0.06501361965230867,-0.0734989290982087,-0.07181346538288061,-0.0671681826300251,0,0
50.0,62.0,0.06,0.07746828808137624,0.047468288081376236,0.044448060276360266,-0.03987350221026085,-0.03333959507137261,-0.006324076164828981,0.005951673033682405,-0.06501361965230867,-0.07493510264408527,-0.07133769581713766,-0.06898342961040287,0,0
50.0,64.0,0.06,0.08047495241301865,0.05047495241301865,0.046406523457039564,-0.03129010078610472,-0.03374989796346576,-0.0056810381568936025,0.005444248842238044,-0.06501361965230867,-0.07627997931025773,-0.07069465780920228,-0.07083573046801969,0,0
50.0,66.0,0.06,0.08349235638671126,0.053492356386711265,0.04822965038497455,-0.0232166860947025,-0.03262979103164055,-0.004933622364201275,0.004851139150457537,-0.06501361965230867,-0.0775319205716707,-0.06994724201650995,-0.07268078142121316,0,0
50.0,68.0,0.06,0.08651589277204863,0.05651589277204863,0.04991521986083479,-0.016025348006751077,-0.030343180962572054,-0.004145841418196648,0.0042189805227272476,-0.06501361965230867,-0.07868940113074391,-0.06915946107050533,-0.07447042060801666,0,0
50.0,70.0,0.06,0.0895414433971129,0.0595414433971129,0.05146117827785594,-0.010013499812561371,-0.02723263549885268,-0.0033737552106483694,0.003585979331366395,-0.06501361965230867,-0.07975101077571232,-0.06838737486295704,-0.07616503144434593,0,0
50.0,72.0,0.06,0.0925653053183328,0.0625653053183328,0.05286564212384352,-0.006535206895,-0.024808682955,-0.0028679434889327397,0.003165628028266489,-0.06501361965230867,-0.08071545609875203,-0.06788156314124141,-0.07754982807048554,0,0
50.0,74.0,0.06,0.0955841293833404,0.0655841293833404,0.054126900275942344,-0.006535206895,-0.024808682955,-0.0028679434889327397,0.0031699579077893738,-0.06501361965230867,-0.08158156207179827,-0.06788156314124141,-0.0784116041640089,0,0
50.0,76.0,0.06,0.09859486904068669,0.06859486904068669,0.055243416085375904,-0.006535206895,-0.024808682955,-0.0028679434889327397,0.0031704256818961994,-0.06501361965230867,-0.08234827347813631,-0.06788156314124141,-0.07917784779624011,0,0
