f_Hz,bob1,bob2,bob3,bob4,bob5
0.1868004368543567,0.00028462339932977017,0.001184077684541081,0.000615713719170083,0.0004228135382555988,0.001110877910092922
0.19398506904106275,0.0004513394127679591,0.000824739333985306,0.0007501338664676226,0.0005600573363030431,0.00020640569804714502
0.20116970122776875,0.0004277708862341667,0.00032743795841862883,0.0005037783285103395,0.00043926013902976244,0.0008814781140070693
0.2083543334144748,0.00024949635880160376,0.001286217736820679,5.9707927636501145e-05,0.0008031773634865481,0.0004994360245991029
0.21553896560118083,0.0007248473055086494,0.0011493662398737107,0.001026335591148933,0.000836601336790852,0.0002591295560244491
0.22272359778788683,0.0008627082517134938,0.001963395059933249,0.0008160004953165333,0.0010750166732440335,0.0008765177957545986
0.22990822997459287,0.0004436656856756259,0.001540949302887586,0.0015668285495651314,0.0009427885031070638,0.0010443198050666866
0.2370928621612989,0.00035555031114684353,0.0006897900225884252,0.0015953527995217543,0.0003267852877403895,0.00025900286382475173
0.24427749434800491,0.00029495579523226997,0.0003410865327288963,0.001151499447167919,0.0001806045509095382,0.0007558086863897773
0.25146212653471095,0.00011455951134582599,0.0005923736603552372,0.0017967518446844412,0.0001922415815642289,0.0012373139037090998
0.25864675872141696,0.00046024632522686544,0.001046544246836116,0.0013901729608827968,0.00044211229883067975,0.000901370138153496
0.265831390908123,0.00034937698484482715,0.001027341432220276,0.0012465224427549596,0.000628755051952521,0.0009307285172394382
0.27301602309482903,0.0005543638598520372,0.00042820223523829676,0.0011244570855938186,0.00023298769082666262,0.0014392107725440687
0.28020065528153504,0.0006134169446784454,0.0004921995421454923,0.0004408031552500714,0.0007845932676099191,0.0006379342554755238
0.2873852874682411,0.0006927720722588995,0.0008343109915086957,0.0006743789087631868,0.0005515011653316815,0.000799325145612326
0.2945699196549471,0.0003469380447301149,0.0008802431164744074,0.0011459047800767605,0.0003074568150656911,0.0008769978031823401
0.3017545518416531,0.0003294361501206736,0.0006851165532646721,0.0014635372799404725,0.00018569733671460002,0.0007543837165683449
0.3089391840283592,0.0005823389265581168,0.00016121987627936346,0.0003488167933799629,0.00043645602634233884,0.0006537905332272255
0.3161238162150652,0.00025957972241957985,0.0010160825613240022,0.0006238743081008278,0.00042940818041541594,0.0017844265206463752
0.3233084484017712,0.0005035389585284146,0.0008719509612627386,0.000983032691351002,0.0007054977671330947,0.0010679965211157127
0.33049308058847726,0.0008254737653782535,0.00028748323193354355,0.001142800945125714,0.0003261219878439881,0.0018802056958185168
0.33767771277518327,0.0006900923446876624,0.00047985455496375707,0.00033583655353304454,0.0005277921725147584,0.0013877492969068999
0.3448623449618893,0.0005844196652361204,0.0008632721869899184,0.0010390585726056283,0.00022813476549660998,0.00040623277786612207
